predicted_labels	true_labels	lil_interpretations	gil_interpretations
1	1	[('of Oz', -0.776237279176712), ('the Wizard', -0.7772470116615295), ('T oto', -0.7815164178609848), ('of dog', -0.7911315858364105), ('What kind', -0.7917309105396271)]	"[""What army 's motto is Blood and Fire ?"", ""Where does `` bovine '' come from ?""]"
2	2	[('a thyroid', -0.8593531399965286), ('is a thyroid', -0.9489828385412693), ('What is a thyroid', -0.9850147189572453)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('c iao', -0.8547160774469376)]	['What does idle mean ?', 'What does pH stand for ?']
1	1	[('blue blood', -0.8163116872310638), ('the heart', -0.8280941992998123), ('the lungs', -0.8282400667667389), ('to the lungs', -0.836714617908001), ('from the heart', -0.8401350602507591)]	['What novel has Big Brother watching ?', 'What did The Gas House Gang play ?']
5	5	[('at Yellowstone National Park', -0.4687967300415039), ('Yellowstone National Park', -0.5514188408851624), ('Old Faith ful', -0.5668162703514099), ('Old Faith', -0.6536341905593872)]	['Who was the first English circumnavigator of the globe ?', 'What botanical marvel did Nebuchadnezzar build ?']
2	2	[('ac etic acid', -0.9519050866365433), ('is ac etic acid', -0.9858048241585493)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
5	5	[('St . Louis', -0.5622540414333344)]	"[""What country 's royal house is Bourbon-Parma ?"", 'What does the abbreviation cwt. ?']"
1	1	[('with a strong acid', -0.6877349615097046), ('a strong acid', -0.6900128424167633), ('lit mus paper', -0.7095469832420349)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
1	1	[('the German flag', -0.7159773707389832), ('of the German flag', -0.7314765453338623)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
2	2	[]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
4	4	[('the Black Sea', -0.8802840933203697)]	['What U.S. state ends with a G ?', 'What molecules include fluorine , sodium and magnesium ?']
5	5	[('of silver', -0.6677096486091614)]	"[""What country 's royal house is Bourbon-Parma ?"", 'What does the abbreviation cwt. ?']"
1	1	[('use in Brazil', -0.7036318778991699), ('in Brazil', -0.7115916311740875)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
2	2	[('are pathogens', -0.8719724118709564), ('What are pathogens', -0.9560848399996758)]	['What is the chemical composition of a Barbie ?', 'What count did Alexandre Dumas write about ?']
2	2	[('mad cow', -0.8335720300674438), ('mad cow disease', -0.9307501241564751), ('is mad cow disease', -0.9786197301000357)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
1	1	[('in zinc', -0.7788934409618378), ('high in zinc', -0.8000070750713348)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
5	5	[('enter the union', -0.6320463418960571), ('the union', -0.7062993049621582)]	"['What book does Holden Caulfield appear in ?', ""What letter does Gorbachev 's middle name start with ?""]"
4	4	[]	['What U.S. state ends with a G ?', 'What two states is Washington D.C. between ?']
2	2	[('are ethics', -0.8459254950284958), ('What are ethics', -0.9401848241686821)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
0	0	[('stand for', -0.943200409412384)]	['What is DSL ?', 'What is HTML ?']
2	2	[('an ann uity', -0.9124606475234032), ('is an ann uity', -0.9703535083681345)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
3	3	[]	"[""Who wrote ` The Pines of Rome ' ?"", 'Who sang about Desmond and Molly Jones ?']"
3	3	[('the U . S', -0.1385258436203003)]	"[""What is Columbia Tristar 's phone number ?"", ""Who wrote ` The Pines of Rome ' ?""]"
1	1	[('tur qu oise', -0.7319992184638977), ('is tur qu oise', -0.7511135786771774)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
3	3	[('in an automobile', -0.2294660210609436), ('to his inauguration', -0.28903406858444214), ('an automobile', -0.44057101011276245), ('his inauguration', -0.4876934289932251)]	"['What is DSL ?', ""Who wrote ` The Pines of Rome ' ?""]"
5	5	[('of the United States', -0.47393113374710083), ('the United States', -0.5462477803230286), ('the youngest president', -0.5654996931552887)]	"[""What letter does Gorbachev 's middle name start with ?"", 'Who was the first English circumnavigator of the globe ?']"
2	2	[]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('a panic disorder', -0.9380845613777637), ('is a panic disorder', -0.9814151506870985)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
3	3	[]	"[""Who played the original Charlie 's Angels ?"", 'What is DSL ?']"
2	2	[('a carcin ogen', -0.9459023773670197), ('is a carcin ogen', -0.983138918876648)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
1	1	[('a baby lion', -0.8339296877384186)]	"[""What army 's motto is Blood and Fire ?"", ""Where does `` bovine '' come from ?""]"
5	5	[]	"[""What country 's royal house is Bourbon-Parma ?"", 'How many corners does a spritsail have ?']"
2	2	[('ne pot', -0.8136718422174454), ('ne pot ism', -0.9189724922180176), ('is ne pot ism', -0.9720494076609612)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('die - casting', -0.9298148602247238), ('is die - casting', -0.9779301658272743)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('my opia', -0.8492003232240677), ('is my opia', -0.945671733468771), ('What is my opia', -0.984190633520484)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
5	5	[('in New York', -0.5433448851108551), ('New York', -0.6448455154895782), ('sales tax', -0.6467388272285461)]	"[""What country 's royal house is Bourbon-Parma ?"", 'What novel has Big Brother watching ?']"
5	5	"[(""the world ' s"", -0.4285467267036438), ('Develop ing nations', -0.5072842240333557), ('ing nations', -0.6252627074718475), ('what percentage', -0.6445415318012238)]"	"[""What letter does Gorbachev 's middle name start with ?"", 'How many corners does a spritsail have ?']"
4	4	[('fourth highest', -0.7882378846406937), ('the world', -0.7909380197525024), ('in the world', -0.8770075738430023)]	"['What U.S. state ends with a G ?', ""What is New England 's highest mountain ?""]"
3	3	"[(""Shakespeare ' s"", -0.31900638341903687)]"	"[""Who played the original Charlie 's Angels ?"", 'Who sang about Desmond and Molly Jones ?']"
1	1	[]	"[""What army 's motto is Blood and Fire ?"", ""What country 's royal house is Bourbon-Parma ?""]"
5	5	"[(""Father ' s"", -0.5805993378162384)]"	"['What book does Holden Caulfield appear in ?', ""What letter does Gorbachev 's middle name start with ?""]"
0	0	[('stand for', -0.9422912038862705), ('NASA stand for', -0.9768508858978748)]	['What is DSL ?', 'What is HTML ?']
5	5	[('the Columbia River', -0.5684262216091156), ('in miles', -0.6647931337356567)]	['Who was the first English circumnavigator of the globe ?', 'What botanical marvel did Nebuchadnezzar build ?']
4	4	"[('The Star', -0.8037130236625671), (""`` The Star ''"", -0.9404558055102825)]"	"['What U.S. state ends with a G ?', ""What is New England 's highest mountain ?""]"
2	2	[('carbon dioxide', -0.8515107929706573), ('is carbon dioxide', -0.9461774155497551), ('What is carbon dioxide', -0.984544038772583)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
4	4	[('Mason / D', -0.8936979174613953)]	['What U.S. state ends with a G ?', 'What two states is Washington D.C. between ?']
5	5	[]	['Who was the first English circumnavigator of the globe ?', 'What book does Holden Caulfield appear in ?']
2	2	[('is metabolism', -0.8668830245733261), ('What is metabolism', -0.9548685140907764)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
3	3	[]	"['What is DSL ?', ""Who played the original Charlie 's Angels ?""]"
1	1	[('made of', -0.808383047580719), ('cigarettes made of', -0.8295632749795914)]	"[""What army 's motto is Blood and Fire ?"", ""What country 's royal house is Bourbon-Parma ?""]"
4	4	[('of Zimbabwe', -0.8085292279720306), ('the capital', -0.8107113540172577)]	['What U.S. state ends with a G ?', 'What two states is Washington D.C. between ?']
0	0	[('stand for', -0.9411363154649734)]	['What is DSL ?', 'What is HTML ?']
1	1	[('of Michigan', -0.7532723248004913)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
2	2	[('semic onduct ors', -0.9350393265485764)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('nuclear power', -0.8295007050037384), ('is nuclear power', -0.9359617456793785), ('What is nuclear power', -0.981114711612463)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('a tsunami', -0.8593480885028839), ('is a tsunami', -0.9496195577085018), ('What is a tsunami', -0.9854304892942309)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
3	3	[('from state of Texas', -0.11349475383758545), ('the armed forces committee', -0.1334695816040039), ('state of Texas', -0.2355746626853943), ('armed forces', -0.44445139169692993), ('of Texas', -0.4472166895866394)]	"[""Who wrote ` The Pines of Rome ' ?"", ""What is Columbia Tristar 's phone number ?""]"
3	3	[('was president in 1913', -0.14414334297180176), ('in 1913', -0.4598925709724426)]	"[""What is Columbia Tristar 's phone number ?"", ""Who wrote ` The Pines of Rome ' ?""]"
5	5	[]	['Who was the first English circumnavigator of the globe ?', 'What botanical marvel did Nebuchadnezzar build ?']
4	4	[]	"['What U.S. state ends with a G ?', ""What is New England 's highest mountain ?""]"
1	1	[('the plane', -0.7789415866136551), ('the Atlantic', -0.7882135212421417), ('Lind ber gh', -0.7980327904224396), ('across the Atlantic', -0.811882495880127), ('of the plane', -0.8214267939329147)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
2	2	[('is genocide', -0.8325138688087463), ('What is genocide', -0.9359375014901161)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
4	4	[('is Argentina on', -0.8953756392002106)]	['What U.S. state ends with a G ?', 'What two states is Washington D.C. between ?']
4	1	[('by Vikings', -0.8331649452447891), ('the late eighth century', -0.952127680182457)]	"['What U.S. state ends with a G ?', ""What is New England 's highest mountain ?""]"
2	2	[('an earthquake', -0.8577626049518585), ('is an earthquake', -0.947751447558403), ('What is an earthquake', -0.9846644783392549)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
4	4	[]	['What U.S. state ends with a G ?', 'What molecules include fluorine , sodium and magnesium ?']
2	2	[('are enzymes', -0.8627443015575409), ('What are enzymes', -0.9523910805583)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
3	3	[('Who discovered oxygen', -0.2738896608352661), ('discovered oxygen', -0.46318626403808594)]	"[""Who wrote ` The Pines of Rome ' ?"", ""Who played the original Charlie 's Angels ?""]"
2	2	[]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
3	1	[('at Louisiana State University', -0.22477483749389648), ('to the Tiger', -0.36419910192489624), ('Louisiana State University', -0.36671221256256104), ('the Tiger', -0.5400665998458862), ('Louisiana State', -0.5569884479045868)]	['Who sang about Desmond and Molly Jones ?', 'What is DSL ?']
4	4	[]	['What U.S. state ends with a G ?', 'What molecules include fluorine , sodium and magnesium ?']
3	3	[('reach the North Pole', -0.10006648302078247), ('the North Pole', -0.20180374383926392)]	"[""Who wrote ` The Pines of Rome ' ?"", ""What is Columbia Tristar 's phone number ?""]"
2	2	[]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('vert igo', -0.8593834936618805), ('is vert igo', -0.9497618116438389), ('What is vert igo', -0.9854876361787319)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('spir ometer', -0.8498193025588989)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
5	5	[('of summer', -0.6947290897369385)]	"[""What letter does Gorbachev 's middle name start with ?"", 'How many corners does a spritsail have ?']"
0	0	[('the abbre viation', -0.9775774776935577)]	['What is HTML ?', 'What is DSL ?']
1	1	[('in Britain', -0.7902800291776657)]	"[""What army 's motto is Blood and Fire ?"", ""Where does `` bovine '' come from ?""]"
3	3	[]	"[""Who wrote ` The Pines of Rome ' ?"", 'Who sang about Desmond and Molly Jones ?']"
1	1	[('the trop osphere', -0.8046215325593948), ('in the trop osphere', -0.8250911682844162)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
4	4	[('the most water pollution', -0.9514905922114849)]	['What U.S. state ends with a G ?', 'What two states is Washington D.C. between ?']
1	1	[('for elephant', -0.8073979616165161)]	"[""Where does `` bovine '' come from ?"", ""What army 's motto is Blood and Fire ?""]"
3	3	[('her role', -0.4501051902770996), ('Gy psy', -0.46560072898864746), ('the movie', -0.4817875027656555)]	"['What is DSL ?', ""What is Columbia Tristar 's phone number ?""]"
1	1	[('Beverly Hill', -0.7782629579305649), ('hunting dog', -0.7857355922460556), ('of hunting dog', -0.8251678645610809)]	"[""What army 's motto is Blood and Fire ?"", ""Where does `` bovine '' come from ?""]"
4	4	[('on Earth', -0.8002853244543076)]	['What U.S. state ends with a G ?', 'What molecules include fluorine , sodium and magnesium ?']
3	3	[('the Nobel Prize', -0.253592848777771), ('in literature', -0.4703547954559326)]	"[""Who wrote ` The Pines of Rome ' ?"", 'Who sang about Desmond and Molly Jones ?']"
1	1	[]	"[""Where does `` bovine '' come from ?"", ""What army 's motto is Blood and Fire ?""]"
1	1	[('to be mixed', -0.7473990321159363), ('be mixed', -0.7537000775337219), ('the color', -0.7609539180994034), ('the color pink', -0.7624669969081879), ('get the color pink', -0.7707756906747818)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
1	1	[('in Japan', -0.7441821694374084), ('most popular', -0.7527740597724915)]	"[""What army 's motto is Blood and Fire ?"", ""What country 's royal house is Bourbon-Parma ?""]"
1	1	[('in baking soda', -0.7388231158256531), ('baking soda', -0.7416373789310455)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
5	5	[('Thomas Jefferson', -0.6904772818088531)]	"[""What letter does Gorbachev 's middle name start with ?"", 'What botanical marvel did Nebuchadnezzar build ?']"
5	5	[('should a refrigerator be', -0.4537873864173889), ('a refrigerator', -0.651297003030777)]	['What botanical marvel did Nebuchadnezzar build ?', 'Who was the first English circumnavigator of the globe ?']
5	5	[('the telephone', -0.6807952225208282)]	['Who was the first English circumnavigator of the globe ?', 'What botanical marvel did Nebuchadnezzar build ?']
1	1	[]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
4	4	[('the United States', -0.9103641659021378), ('in the United States', -0.9570255167782307)]	['What U.S. state ends with a G ?', 'What two states is Washington D.C. between ?']
2	2	[('is schizophrenia', -0.8558473289012909), ('What is schizophrenia', -0.9492400176823139)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
1	3	[('Jesse Jackson', -0.7353844940662384)]	"[""What does Lloyd 's Lutine Bell announce ?"", ""What country 's royal house is Bourbon-Parma ?""]"
1	1	[]	"[""What army 's motto is Blood and Fire ?"", ""What country 's royal house is Bourbon-Parma ?""]"
2	4	[('in Utah', -0.8214581459760666)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
4	4	[('kill Mountains', -0.7958364337682724), ('the Cats', -0.8029635548591614), ('which state', -0.8175402283668518), ('the Cats kill Mountains', -0.9398121424019337)]	['What U.S. state ends with a G ?', 'What two states is Washington D.C. between ?']
1	1	[]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
2	2	[('pediatric ians', -0.8399477154016495), ('are pediatric ians', -0.9397775642573833), ('What are pediatric ians', -0.9820752386003733)]	['What is the chemical composition of a Barbie ?', 'President Bush compared Saddam Hussein to whom ?']
3	3	[('on ville , Arkansas', -0.15951144695281982), ('ville , Arkansas', -0.2849445343017578)]	['What is DSL ?', 'What did The Gas House Gang play ?']
2	2	[('solar cells', -0.8405437022447586), ('are solar cells', -0.9440312348306179), ('What are solar cells', -0.9845232414081693)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('compounded interest', -0.8251052349805832), ('is compounded interest', -0.9353974089026451), ('What is compounded interest', -0.9808837715536356)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('cap ers', -0.8472453206777573), ('What are cap ers', -0.9822555873543024)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('an antigen', -0.85172538459301), ('is an antigen', -0.9461214691400528), ('What is an antigen', -0.9842515550553799)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
1	1	[('does Luxembourg use', -0.7005497217178345)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
5	5	[('of Venezuela', -0.668104737997055), ('the population', -0.6792497038841248)]	"[""What country 's royal house is Bourbon-Parma ?"", 'What does the abbreviation cwt. ?']"
1	1	[('bullet proof', -0.7283243834972382), ('of polymer', -0.7490879893302917), ('What type', -0.7563744932413101), ('bullet proof v ests', -0.7628313601016998)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
1	1	[('does Argentina use', -0.6761142313480377)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
2	2	[('a therm ometer', -0.9524060450494289), ('is a therm ometer', -0.9857031060382724)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
4	4	[('the largest population', -0.8812582567334175), ('has the largest population', -0.9409068077802658)]	"['What U.S. state ends with a G ?', ""What is New England 's highest mountain ?""]"
1	1	[('cr ickets', -0.7831999957561493), ('are cr ickets', -0.784343346953392)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
4	4	[('of Liberty', -0.8341535925865173), ('the Statue', -0.8351349532604218), ('New York', -0.8448341190814972), ('the Statue of Liberty', -0.9540142081677914)]	['What U.S. state ends with a G ?', 'What two states is Washington D.C. between ?']
1	1	[('into space', -0.7647736072540283), ('sent into space', -0.7876701951026917)]	"[""What army 's motto is Blood and Fire ?"", ""What country 's royal house is Bourbon-Parma ?""]"
1	1	[('pure carbon', -0.7611743807792664), ('a form', -0.7734913527965546), ('of pure carbon', -0.7831095606088638)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
1	1	[('a fluorescent bulb', -0.6891721189022064), ('in a fluorescent bulb', -0.7098085284233093), ('of gas', -0.740476667881012), ('What kind', -0.7467339634895325)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
4	4	[('Rowe , Italy', -0.8985914438962936), ('through Rowe , Italy', -0.9521040618419647)]	['What molecules include fluorine , sodium and magnesium ?', 'What U.S. state ends with a G ?']
2	2	[('cerebral pals y', -0.9394059665501118)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
4	4	[('The Gateway', -0.8107819706201553), ('the West', -0.8113453239202499), ('to the West', -0.8985952213406563)]	"['What U.S. state ends with a G ?', ""What is New England 's highest mountain ?""]"
5	5	[('is the moon', -0.5587897896766663), ('the moon', -0.6590303480625153)]	['Who was the first English circumnavigator of the globe ?', 'What botanical marvel did Nebuchadnezzar build ?']
1	1	[('natural gas', -0.814235046505928), ('of natural gas', -0.8409854471683502)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
1	1	[('what spacecraft', -0.7851863205432892), ('his historic 1961 flight', -0.855996310710907)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
2	2	[('p ect', -0.850633904337883)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('bio - d', -0.9370410218834877)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
1	1	[('remove wallpaper', -0.7335901260375977), ('to remove wallpaper', -0.7361970543861389)]	"[""What army 's motto is Blood and Fire ?"", ""What country 's royal house is Bourbon-Parma ?""]"
5	5	[('start on its journey', -0.5420543551445007), ('on its journey', -0.6085219383239746), ('the Titanic', -0.6851175427436829), ('its journey', -0.6861385107040405)]	"['Who was the first English circumnavigator of the globe ?', ""What letter does Gorbachev 's middle name start with ?""]"
5	5	[('of an apple', -0.5717012286186218), ('an apple', -0.6573888659477234), ('is water', -0.6660439074039459)]	"['How many corners does a spritsail have ?', ""What Good Little Witch is Casper 's girlfriend ?""]"
3	3	[('of the US', -0.27965474128723145), ('the US', -0.4796239733695984)]	"['What is DSL ?', ""Who wrote ` The Pines of Rome ' ?""]"
1	1	[('in Zamb ia', -0.7019324004650116), ('use in Zamb ia', -0.7072481513023376), ('Zamb ia', -0.7198370099067688)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
5	5	[('in a mile', -0.566175788640976), ('a mile', -0.6552532315254211), ('How many', -0.6580498218536377)]	['Who was the first English circumnavigator of the globe ?', 'How many corners does a spritsail have ?']
1	1	[('of October', -0.7275031507015228)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
2	2	[]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
