predicted_labels	true_labels	lil_interpretations	gil_interpretations
0	0	[('on its own gore', -0.03521096706390381), ('its own gore', -0.10127902030944824)]	['astoundingly', 'narcissism and']
1	1	"[(""you ' ve seen"", -0.4458857774734497), (""' ve seen"", -0.49062177538871765), ('ve seen', -0.5949515104293823)]"	['show-stoppingly', 'astoundingly']
0	0	[]	['astoundingly', 'ugly and destructive']
1	1	[('sensational and revel atory', -0.03855884075164795), ('scratching makes you itch', -0.05108147859573364), ('makes you itch', -0.18014007806777954), ('hip - hop', -0.22535109519958496), ('fiercely competitive', -0.3414399027824402)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('the refuse of adults', -0.04918926954269409), ('skate / sur f', -0.05016934871673584), ('a passing interest', -0.08960610628128052), ('l . a .', -0.09665769338607788), ('a playground', -0.29360008239746094)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	"[(""im amura ' s"", -0.02291494607925415), ('engaging character izations', -0.05790740251541138), ('lively and enjoyable', -0.061449408531188965)]"	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('just kind of', -0.4194014072418213), ('wild surreal stuff', -0.4463898539543152), ('the camera', -0.4830978512763977), ('look at this', -0.5160249471664429), ('sits there', -0.5785487592220306)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('per fun ctory skill', -0.06782609224319458), ('fun ctory skill', -0.12744849920272827), ('like the creepy ideas', -0.4659513831138611), ('the creepy ideas', -0.4735790193080902)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('the funn iest thing', 0.044058918952941895), ('in the world', -0.009018957614898682), ('unex am ined', -0.10843223333358765), ('ly unf unny', -0.12062716484069824), ('the world', -0.14624416828155518)]	['astoundingly', 'preposterousness']
1	1	[('a distinctive blend', -0.12250381708145142), ('great fight scenes', -0.13926899433135986), ('as ian', -0.3223864436149597), ('americ an', -0.3666727542877197)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	"[('the same teenage americ', -0.009365200996398926), ('read the fart jokes', -0.019020438194274902), ('only this time', -0.03745800256729126), ('most of the movie', -0.040283143520355225), (""' ve seen before"", -0.05173271894454956)]"	['worldly-wise and very funny script', 'astoundingly']
1	1	[('r ussian ar k', -0.05855470895767212), ('is mesmer izing', -0.14393538236618042), ('most tedious', -0.4098457098007202), ('mesmer izing', -0.4137977361679077)]	['astoundingly', 'astoundingly rich film']
0	0	[('wind talk ers', -0.04853898286819458), ('s ain thood', -0.055216431617736816), ('toward s ain thood', -0.0734320878982544), ('sticky - sweet', -0.07576256990432739), ('h ollywood', -0.11786121129989624)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('your wild est fantasies', -0.22294670343399048), ('happily killing 94 minutes', -0.4452888071537018), ('94 minutes', -0.5003212988376617), ('killing 94 minutes', -0.5010779798030853), ('of time traveler', -0.5230385363101959)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('the looking glass', -0.2760463356971741), ('far more seriously', -0.3256927728652954)]	['worldly-wise and very funny script', 'played-out']
0	0	[('oh come on .', -0.0776834487915039), ('come on', -0.2289212942123413)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('to ger min ate', -0.026455223560333252), ('thought - prov oking', -0.0291595458984375), ('sci - fi mystery', -0.03280740976333618), ('multi - dimensional', -0.07631903886795044), ('ger min ate', -0.11732625961303711)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('more emotionally assert ive', -0.08743113279342651), ('d aniel rad cliffe', -0.13236063718795776), ('as har ry', -0.18909424543380737), ('this time around', -0.2159993052482605), ('the magic', -0.3005672097206116)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('this und etermined destination', -0.03729206323623657), ('their story to go', -0.03758120536804199), ('und etermined', -0.19801932573318481), ('the skills', -0.19927263259887695), ('to go', -0.2176152467727661)]	['astoundingly', 'preposterousness']
1	1	[('is important in life', -0.029677093029022217), ('its own d roll', -0.06872332096099854), ('delicate little film', -0.10585951805114746), ('some touching things', -0.11353325843811035), ('in life', -0.33370327949523926)]	['worldly-wise and very funny script', 'astoundingly']
0	0	"[('feels unsure', -0.26080310344696045), (""mill er ' s"", -0.2674577832221985), ('y am mer ing', -0.30623549222946167), ('am mer ing', -0.31013453006744385), ('the narrator', -0.39905738830566406)]"	['astoundingly', 'worldly-wise and very funny script']
1	1	[('a distinctive mil ieu', -0.018294990062713623), ('creates for her characters', -0.02742469310760498), ('for her characters', -0.10306864976882935), ('ev ocative', -0.28300124406814575), ('her characters', -0.32595741748809814)]	['worldly-wise and very funny script', 'four star performance']
0	0	[('a ro s ily', -0.09455609321594238), ('undermine this adaptation', -0.1947142481803894), ('my opic view', -0.19735032320022583), ('clumsy plotting', -0.2800036072731018), ('this adaptation', -0.33072978258132935)]	['astoundingly', 'ugly and destructive']
1	1	[('monumental ` picture shows', -0.015801608562469482), ('the best movies', -0.08759784698486328), ('deeply satisfying', -0.24170416593551636)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('more unsettling ly realistic', -0.07696717977523804), ('the same period', -0.2691171169281006), ('ly realistic', -0.39626723527908325), ('qu ills', -0.5321912169456482)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('the luck iest men', -0.01348721981048584), ('increasing decre p itude', -0.014375448226928711), ('a beautiful city', -0.047463297843933105), ('in his bones', -0.06435823440551758), ('the eyes', -0.21964645385742188)]	['worldly-wise and very funny script', 'astoundingly']
1	1	"[(""her ' s story"", -0.04287618398666382), ('for inner peace', -0.10082387924194336), ('of others onstage', -0.12366259098052979), ('a compelling quest', -0.16329950094223022), (""her ' s"", -0.16594839096069336)]"	['astoundingly', 'worldly-wise and very funny script']
0	0	[('a heavy one', -0.42343759536743164), ('the helping hand', -0.42518478631973267), ('stir his ingredients', -0.4596632122993469), ('his ingredients', -0.46174758672714233), ('to stir his ingredients', -0.46358948945999146)]	['ugly and destructive', 'astoundingly']
0	0	[('yes , dull .', -0.055976271629333496)]	['ugly and mindless', 'astoundingly']
0	0	[('than it is funny', -0.023914217948913574), ('most fail miser ably', -0.043065667152404785), ('far more offensive', -0.07659876346588135), ('fail miser ably', -0.0861559510231018), ('it is funny', -0.09199732542037964)]	['astoundingly', 'preposterousness']
0	1	"[(""the story ' s"", -0.04380524158477783), ('least interesting', -0.23635441064834595)]"	['astoundingly', 'ugly and destructive']
0	0	[('draw easy chuck les', -0.18216699361801147), ('stub bly ch ins', -0.20200079679489136), ('new bob bed', -0.22097927331924438), ('stub bly ch', -0.2866126298904419), ('easy chuck les', -0.30919349193573)]	['astoundingly', 'ugly and mindless']
1	1	[('a lot of ground', -0.1233590841293335), ('by m ike rich', -0.130592942237854), ('by the end', -0.1690627932548523), ('m ike rich', -0.3252468705177307), ('the end', -0.3501412868499756)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('lives and settings', -0.07549810409545898), ('an acid viewpoint', -0.07550245523452759), ('a real gift', -0.08987092971801758), ('in rat cat cher', -0.1029251217842102), ('chilly poetry', -0.30141013860702515)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('from figure to backstory', -0.16923320293426514), ('often very creatively', -0.17058616876602173), ('very creatively', -0.45040011405944824), ('to backstory', -0.5078518688678741), ('from figure', -0.6134299039840698)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('cruelty to can ines', -0.024731338024139404), ('labeling it a dog', -0.033380746841430664), ('to can ines', -0.06823360919952393), ('can ines', -0.2034391164779663), ('a dog', -0.21785497665405273)]	['ugly and destructive', 'ugly and mindless']
1	1	[('thought - prov oking', -0.03834730386734009), ('thought - prov', -0.1376781463623047)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('cl ums ily plotted', -0.05296880006790161), ('shallow ly characterized', -0.1515277624130249), ('shallow ly', -0.26887035369873047), ('the movie', -0.2762793302536011), ('ily plotted', -0.3029021620750427)]	['astoundingly', 'ugly and destructive']
1	1	[('the gears of justice', -0.09481304883956909), ('alongside the farm report', -0.12700039148330688), ('the farm report', -0.36613166332244873), ('the death report', -0.37148207426071167), ('the gears', -0.400023877620697)]	['astoundingly', 'worldly-wise and very funny script']
1	1	"[(""the film ' s"", -0.04435020685195923), ('by three terrific performances', -0.04763209819793701), ('far from heaven actually', -0.12481927871704102), ('three terrific performances', -0.13205242156982422), (""the film '"", -0.18025487661361694)]"	['worldly-wise and very funny script', 'astoundingly']
0	0	[('that it lacks focus', -0.095001220703125), ('it lacks focus', -0.17799854278564453), ('with this film', -0.19274181127548218), ('lacks focus', -0.2879229784011841), ('this film', -0.3375409245491028)]	['astoundingly', 'preposterous']
1	1	[('in sc ors ese', -0.07214134931564331), ('a memorable performance', -0.07646435499191284), ('highly successful', -0.2091050148010254), ('sc ors ese', -0.23039734363555908), ('br assy', -0.23938864469528198)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('its outcome hardly matters', -0.047619521617889404), ('one it gives away', -0.05177968740463257), ('such badly drawn characters', -0.06409722566604614), ('it gives away', -0.14095431566238403), ('gives away', -0.292873740196228)]	['astoundingly', 'preposterousness']
0	0	[('a different film altogether', 0.2434215545654297), ('a different film', 0.20025992393493652)]	['worldly-wise and very funny script', 'played-out']
1	0	[('all the usual ground', -0.40803390741348267), ('patient / doctor', -0.45251262187957764)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('m r . hill', -0.04563480615615845), ('been in a while', -0.06307142972946167), ('in a while', -0.22183972597122192), ('a while', -0.47061365842819214), ('a high', -0.571924090385437)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	1	[('peril ously slight', -0.21413016319274902)]	['worldly-wise and very funny script', 'ugly and destructive']
1	1	[('a possible successor', -0.24861818552017212), ('a new voice', -0.29823505878448486), ('the love', -0.3002871870994568), ('nothing less', -0.6299343705177307)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('most contemporary states men', -0.12718766927719116), ('great fun to watch', -0.14087378978729248), ('a courtroom trial', -0.23583674430847168), ('to watch', -0.44057029485702515), ('great fun', -0.46401840448379517)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('for its extraordinary themes', -0.00766754150390625), ('def ies categor isation', -0.032865166664123535), ('its extraordinary themes', -0.042156755924224854), ('the piano teacher', -0.10837650299072266), ('its complexity', -0.2544173002243042)]	['astoundingly', 'astoundingly rich film']
1	1	[('murderous rage in 2002', -0.06630003452301025), ('in 18 73', -0.2396467924118042), ('a murderous event', -0.24113285541534424), ('liter ate', -0.3654366731643677), ('in 2002', -0.4138331413269043)]	['worldly-wise and very funny script', 'astoundingly']
0	0	"[(""n 't very good"", -0.02970176935195923), ('can make it work', -0.03384202718734741), ('not even someone', -0.08314710855484009), ('make it work', -0.10477989912033081), ('h off man', -0.19625085592269897)]"	['astoundingly', 'preposterousness']
0	0	[('the lat rine', -0.10588395595550537), ('in this film', -0.17768746614456177), ('every idea', -0.292776882648468), ('of heroism', -0.29500484466552734), ('this film', -0.36136937141418457)]	['astoundingly', 'ugly and destructive']
1	1	[('compelling and heartfelt', -0.06665164232254028), ('in scope', -0.18943822383880615), ('four - legged', -0.23733872175216675), ('a story', -0.25737810134887695), ('the heart', -0.3705613613128662)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	"[('s just not scary', -0.020036637783050537), ('just not scary', -0.07452332973480225), (""' s dumb"", -0.07645785808563232), ('s dumb', -0.2006446123123169), ('more importantly', -0.37592488527297974)]"	['astoundingly', 'preposterousness']
0	0	[('a pointless endeavor', -0.0644986629486084)]	['astoundingly', 'ugly and destructive']
0	0	[('from hopeless sentiment ality', -0.04551130533218384), ('h ok um', -0.09579616785049438), ('hopeless sentiment ality', -0.1189965009689331), ('of supernatural', -0.2595334053039551), ('a rumor', -0.36091291904449463)]	['worldly-wise and very funny script', 'let-down']
1	1	[('itely crafted and acted', -0.04355597496032715), ('itely crafted', -0.4076957106590271)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('so bad', -0.16554909944534302)]	['astoundingly', 'ugly and destructive']
0	0	"[('to the good stuff', -0.20661330223083496), ('the good stuff', -0.2927775979042053), ('every drop', -0.373782753944397), (""one ' s patience"", -0.4037887454032898), (""one ' s"", -0.42857784032821655)]"	['astoundingly', 'worldly-wise and very funny script']
1	1	[('several warp speeds', 0.058449506759643555), ('dil ith ium crystals', -0.25246503949165344), ('dil ith ium', -0.25737401843070984), ('pit iful', -0.2951214462518692), ('the pit iful insurrection', -0.4135865494608879)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('what your parents think', -0.11236310005187988), ('following your dreams', -0.1469346284866333), ('your parents think', -0.23470395803451538), ('your dreams', -0.3853607177734375), ('your parents', -0.4431636333465576)]	['astoundingly', 'worldly-wise and very funny script']
0	0	"[(""a children ' s"", -0.0620579719543457), ('a recruitment film', -0.11652535200119019), ('h ollywood', -0.33301156759262085)]"	['ugly and destructive', 'ugly and mindless']
1	1	"[('lies in its complexity', -0.019410431385040283), (""the film ' s"", -0.03790700435638428), ('in its complexity', -0.07812130451202393), (""s ' s"", -0.14659959077835083), ('by f riel', -0.15715622901916504)]"	['worldly-wise and very funny script', 'astoundingly']
1	1	[('the heart of it', -0.10773593187332153), ('alian for beginners', -0.2470550537109375), ('character empathy', -0.299934983253479), ('character development', -0.32906240224838257), ('the heart', -0.3762206435203552)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('its b rit ches', -0.10398197174072266)]	['astoundingly', 'ugly and destructive']
0	1	[('in no particular place', -0.019831180572509766), ('no particular place', -0.07001060247421265), ('at all', -0.2134612798690796), ('in the right place', -0.3369559645652771), ('its brains', -0.3864707350730896)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('convoluted mel od rama', -0.03892028331756592), ('dead ening ly dull', -0.04558396339416504), ('nonsensical jargon', -0.26785808801651), ('ly dull', -0.2830789089202881)]	['astoundingly', 'preposterousness']
0	0	[('fl ailing away', -0.17049676179885864), ('no atmosphere', -0.28399765491485596), ('ailing away', -0.35641413927078247), ('no tension', -0.3677635192871094)]	['preposterousness', 'astoundingly']
1	1	[]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('go to the movies', -0.23092293739318848), ('to the movies', -0.3281773328781128), ('the movies', -0.4769783020019531)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('cr acker jack', -0.29521363973617554), ('non stop', -0.34475767612457275)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('a gritty urban mosaic', 0.0010411739349365234)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('bump y but satisfying', -0.024163246154785156), ('of the heart', -0.13951975107192993), ('food of love', -0.14029616117477417), ('about relationships', -0.32032668590545654), ('the heart', -0.3628494143486023)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('best selling', -0.41843491792678833), ('successfully cr', -0.45611563324928284), ('a best selling novel', -0.49028480052948), ('a timeframe', -0.5157402157783508), ('god zilla', -0.5778648853302002)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('sustain interest and empathy', -0.02276134490966797), ('than the final destination', -0.023679614067077637), ('interest and empathy', -0.0944262146949768), ('the final destination', -0.10147321224212646), ('far more interesting', -0.1327940821647644)]	['worldly-wise and very funny script', 'astoundingly']
1	1	"[(""we aver ' s"", -0.031545937061309814), ('grief and hope', -0.062300682067871094), ('two - actor', -0.08682608604431152)]"	['worldly-wise and very funny script', 'astoundingly']
0	0	"[(""b ibi ' s"", -0.13267821073532104), ('too much time', -0.19127321243286133), ('her gazing out windows', -0.1983630657196045), ('gazing out windows', -0.296772301197052), ('too much', -0.30762767791748047)]"	['astoundingly', 'preposterousness']
1	0	[('found by his characters', 0.33298707008361816), ('the wonder and menace', 0.28738903999328613), ('by his characters', 0.25649070739746094), ('in - re bell', 0.21977341175079346), ('of growing up', 0.1729406714439392)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('make it strangely magnetic', -0.05939358472824097), ('it strangely magnetic', -0.17427247762680054), ('utter fear lessness', -0.1837201714515686), ('a producer here', -0.2725776433944702), ('raw performance', -0.3144214153289795)]	['astoundingly', 'worldly-wise and very funny script']
1	0	[('this imp oster', -0.7214614972472191), ('for this imp oster', -0.7595796994864941)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('over long', -0.21234440803527832)]	['astoundingly', 'ugly and destructive']
1	1	[('this recon figured tale', -0.06573319435119629), ('from military ep ics', -0.08229529857635498), ('military ep ics', -0.1848965883255005), ('the surface', -0.3715450167655945), ('disturbing questions', -0.41952818632125854)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('telling scenes', -0.36473822593688965)]	['worldly-wise and very funny script', 'astoundingly']
1	0	[('of adapting to loss', -0.02629566192626953), ('the difficult process', -0.068836510181427), ('adapting to loss', -0.1283351182937622), ('of grief', -0.3687112331390381), ('to loss', -0.4175485372543335)]	['astoundingly', 'astoundingly rich film']
1	1	[('the h ugh factor', -0.2976239323616028), ('to this movie', -0.502354770898819), ('for the first time', -0.5500651895999908), ('this movie', -0.5606442391872406), ('to guys', -0.561752200126648)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('screen writing', -0.23775863647460938)]	['preposterousness', 'astoundingly']
0	0	[('done to death', -0.0475960373878479), ('more often just', -0.14377540349960327), ('to death', -0.1542784571647644), ('more often', -0.3100459575653076)]	['ugly and destructive', 'astoundingly']
1	1	[('manners and more s', -0.024131357669830322), ('a sharp eye', -0.097037672996521), ('more s', -0.34090596437454224)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('rural french school life', -0.2156538963317871), ('of their work', -0.4504524767398834), ('their work', -0.45741111040115356), ('now more prevalent', -0.4594859778881073), ('a visible part', -0.46267998218536377)]	['worldly-wise and very funny script', 'played-out']
1	1	[('to make it memorable', -0.07517540454864502), ('more than enough', -0.1816420555114746), ('make it memorable', -0.19628357887268066), ('it memorable', -0.40137559175491333)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('dead brilliant', -0.19035232067108154), ('a bit', -0.1939902901649475), ('instead of', -0.21178680658340454)]	['astoundingly', 'worldly-wise and very funny script']
1	0	[('of eating o atmeal', -0.4799719750881195), ('eating o atmeal', -0.5593685507774353), ('o atmeal', -0.5935669243335724)]	['worldly-wise and very funny script', 'played-out']
1	1	[('to look away', -0.18437063694000244), ('fasc inates', -0.32409125566482544), ('start les', -0.3526272177696228), ('horr ifies', -0.3727433681488037), ('look away', -0.4289320111274719)]	['astoundingly', 'show-stoppingly']
0	0	[('the price of one', -0.15259605646133423), ('art ic ulate', -0.16361039876937866), ('close to two', -0.26662975549697876), ('three termin ally depressed', -0.2811918258666992), ('the price', -0.2812228798866272)]	['astoundingly', 'ugly and destructive']
1	1	[('the unseen forces', -0.12673920392990112), ('the human izing', -0.15095752477645874), ('of one woman', -0.16298258304595947), ('one woman', -0.38410717248916626), ('the hands', -0.4024680256843567)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('a fl or id', -0.039694905281066895), ('of the whole affair', -0.09449708461761475), ('built - in', -0.1652756929397583), ('over pl otted', -0.19766771793365479), ('the whole affair', -0.2180941104888916)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('eye - op', -0.2943912148475647), ('in particular', -0.502570629119873), ('theatrical phenomenon', -0.5789539515972137), ('of hell houses', -0.6032387912273407), ('hell houses', -0.641536146402359)]	['astoundingly', 'astoundingly rich film']
1	1	[('for all to see', -0.04236400127410889), ('on its sleeve', -0.06285881996154785), ('all to see', -0.13837581872940063), ('modern day', -0.20325911045074463), ('its sleeve', -0.24205005168914795)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('of this film', -0.1517258882522583), ('this film', -0.3110848665237427)]	['astoundingly', 'show-stoppingly']
1	1	[]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('of the b ard', -0.03655374050140381), ('hamb urg ers', -0.08118927478790283), ('deep fry ers', -0.08861178159713745), ('the b ard', -0.10892516374588013), ('deep fry', -0.22393417358398438)]	['astoundingly', 'irritating films']
1	1	[('with its fascist past', -0.013420283794403076), ('its fascist past', -0.059771180152893066), ('a potent metaphor', -0.10639059543609619), ('a country', -0.31488800048828125)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('get no satisfaction', -0.14435285329818726), ('on the marquee', -0.1667177677154541), ('the dynamic duo', -0.240189790725708), ('no satisfaction', -0.3075524568557739), ('the marquee', -0.3203187584877014)]	['astoundingly', 'ugly and mindless']
0	0	[('this film', -0.20202237367630005)]	['astoundingly', 'narcissism and']
1	1	[('trying to find out', -0.17187511920928955), ('to find out', -0.3038352131843567), ('find out', -0.4530297517776489)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('of recent years', -0.1253514289855957), ('most compelling', -0.25388747453689575), ('eman epic', -0.2705262303352356), ('recent years', -0.3244205713272095)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('to solar', -0.4365353584289551)]	['astoundingly', 'preposterousness']
0	0	[('a cardboard cut out', 0.005052626132965088), ('at least 10', -0.05070364475250244), ('whose acting skills', -0.07999294996261597), ('at least', -0.19085723161697388), ('each chuckle', -0.20406204462051392)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('is anything but fun', -0.17843472957611084), ('anything but fun', -0.1960853934288025), ('the piano teacher', -0.6891223192214966), ('about it', -0.732678547501564), ('a raw exhilar ation', -0.7887092977762222)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('totally formula ic', -0.044603705406188965), ('the ben j amins', -0.046386122703552246), ('the opening scenes', -0.17120522260665894)]	['astoundingly', 'preposterousness']
1	1	[('although flawed', -0.14541840553283691), ('the ring', -0.16815370321273804), ('of the ring', -0.17490381002426147), ('creep iness', -0.28677886724472046), ('straight - ahead', -0.313441663980484)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('just around the corner', -0.14697390794754028), ('the real story', -0.22511035203933716), ('the corner', -0.2608233690261841), ('something about it', -0.2624605894088745), ('about it', -0.333946168422699)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('that big a deal', 0.21644842624664307), ('that big', 0.13202863931655884), ('after seeing this film', 0.05883431434631348), ('seeing this film', -0.009492218494415283), ('can nes', -0.08226639032363892)]	['astoundingly', 'astoundingly rich film']
0	0	[]	['ugly and destructive', 'ugly and mindless']
0	0	[('lame special effects', -0.047614872455596924)]	['preposterousness', 'preposterous']
0	0	[('markers in a screenplay', 0.028657972812652588), ('in a screenplay', -0.044819414615631104), ('a screenplay', -0.19477581977844238), ('of its inhabitants', -0.24803674221038818), ('waking up in re', -0.2661498785018921)]	['astoundingly', 'preposterousness']
0	0	[('correct in their sleep', -0.05765277147293091), ('in their sleep', -0.17626863718032837), ('casual fans', -0.23131489753723145), ('its storyline', -0.28959161043167114), ('their sleep', -0.34204375743865967)]	['preposterousness', 'astoundingly']
1	1	[('extend your arms', -0.08108174800872803), ('pure of heart', -0.08199578523635864), ('yell ` safe', -0.12762165069580078), ('of heart', -0.2781817317008972), ('your arms', -0.28248244524002075)]	['show-stoppingly', 'astoundingly']
0	0	[('like idiots', -0.1990300416946411)]	['ugly and destructive', 'narcissism and']
0	0	[('on unt uned instruments', -0.01535707712173462), ('a marching band', -0.042390644550323486), ('in clown clothes', -0.052431344985961914), ('unt uned instruments', -0.06664961576461792), ('through them', -0.17738008499145508)]	['preposterousness', 'astoundingly']
0	0	[('in a m uddle', -0.04399639368057251), ('a m uddle', -0.12566852569580078), ('too convoluted', -0.37560826539993286)]	['astoundingly', 'preposterousness']
1	1	[('by five contemporary individuals', -0.00906062126159668), ('the obstacles to happiness', -0.01678478717803955), ('five contemporary individuals', -0.0483853816986084), ('a psychological masterpiece', -0.07257449626922607), ('its exploration', -0.24408596754074097)]	['astoundingly', 'worldly-wise and very funny script']
1	1	"[(""the world ' s"", -0.08616679906845093), ('for hungry tourists', -0.20369446277618408), ('a popular destination', -0.22059714794158936), ('hungry tourists', -0.39117640256881714), ('mar tha', -0.5443353950977325)]"	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('is small change', -0.07227820158004761), ('small change', -0.2008790373802185), ('was money', -0.22751504182815552), ('the second', -0.2551625370979309), ('in black', -0.2700313925743103)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('you is pure junk', 0.002272486686706543), ('is pure junk', -0.03829246759414673), ('pure junk', -0.1338832974433899)]	['astoundingly', 'preposterousness']
1	1	[('divine secrets', -0.291923463344574), ('character development', -0.3138708472251892), ('a lot', -0.4106866717338562), ('a lot better', -0.4171868860721588), ('estrogen overdose', -0.4762454032897949)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('giving a damn about', -0.02033519744873047), ('a character', -0.2078757882118225), ('a damn', -0.24799954891204834)]	['ugly and destructive', 'preposterousness']
1	1	[('an epic tale', -0.1265108585357666), ('rabbit - proof', -0.20071595907211304), ('no y ce', -0.3533787131309509)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	"[(""the audience ' s"", -0.15536576509475708)]"	['astoundingly', 'preposterousness']
1	1	[('the moral stiffness', -0.14467400312423706), ('human kindness', -0.3683844804763794), ('hopeful ness', -0.38328224420547485), ('wonderfully fresh', -0.45361536741256714)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('with a tragic past', -0.06068462133407593), ('an innocuous game', -0.08484506607055664), ('a tragic past', -0.16746371984481812), ('the - bl', -0.26329904794692993)]	['preposterousness', 'preposterous']
1	1	[('a crack ensemble cast', -0.08647787570953369), ('crack ensemble', -0.3372248411178589), ('to life', -0.4046980142593384), ('screen writer', -0.46179383993148804), ('no ir', -0.5631924569606781)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('with the old story', -0.047377705574035645), ('stop - go', -0.08880025148391724), ('the gang r umbles', -0.09375596046447754), ('a 28 k modem', -0.10854774713516235), ('the old story', -0.1509433388710022)]	['worldly-wise and very funny script', 'narcissism and']
1	1	[('those energetic surprises', -0.09564656019210815), ('who sees it', -0.1255568265914917), ('an original', -0.3200893998146057), ('almost everyone', -0.33077484369277954), ('sees it', -0.3473120331764221)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('first by passion', -0.14421814680099487), ('whose world', -0.43455731868743896), ('by illness', -0.46940380334854126), ('upside down', -0.510703980922699)]	['astoundingly', 'worldly-wise and very funny script']
0	0	"[('be remembered long afterwards', -0.05519580841064453), (""it ' s released"", -0.059272944927215576), ('much of a splash', -0.06102186441421509), ('of motion picture', -0.12340909242630005), ('remembered long afterwards', -0.14793163537979126)]"	['irreparably', 'astoundingly']
0	0	[('the get - go', -0.07636809349060059)]	['astoundingly', 'preposterousness']
1	1	[('ly and poignant', -0.10178327560424805)]	['engrossing story', 'show-stoppingly']
0	0	[('in its own right', -0.0946618914604187), ('its own right', -0.18375486135482788), ('pretty toxic', -0.2562630772590637)]	['ugly and destructive', 'astoundingly']
0	0	[('falls short', -0.27476590871810913), ('his skill', -0.3772929310798645), ('the screenplay', -0.4446255564689636), ('contributed to the screenplay', -0.4515921175479889), ('to the screenplay', -0.4536046087741852)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('largely devoid of charm', -0.02451223134994507), ('very little genuine romance', -0.06908929347991943), ('a sad sitcom', -0.07129091024398804), ('of a movie', -0.09612369537353516), ('even fewer laughs', -0.1823694109916687)]	['ugly and mindless', 'ugly and destructive']
1	1	[('with information and impressions', -0.05382734537124634), ('information and impressions', -0.16374176740646362), ('the film', -0.36054641008377075), ('only 60 minutes long', -0.3887506127357483), ('only 60 minutes', -0.5371765792369843)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('y enough', -0.31701213121414185)]	['ugly and destructive', 'ugly and mindless']
